LIN28B_CB2_rRNA	LIN28B_CB2	PURA_abcam_trim	PURA_bethyl_trim
1	1	4	0
0	0	1	0
0	0	1	0
58	4	0	0
8	8	0	3
48	37	0	18
86	20	0	7
94	57	0	24
64	22	0	10
36	14	0	38
18	13	0	22
28	7	0	0
22	9	0	0
8	4	0	0
11	11	0	0
29	9	0	0
29	29	0	0
889	170	0	2
1075	404	1	7
32	6	0	0
34	18	0	0
31	25	0	3
10	10	0	0
48	36	0	0
68	17	0	0
39	14	0	0
17	5	0	1
0	0	1	0
71	20	0	16
19	3	0	1
0	0	2	0
48	11	0	5
7	6	0	0
42	12	0	2
18	17	0	7
364	44	0	10
28	18	0	0
8	8	0	0
26	11	0	6
23	18	0	5
13	13	0	2
0	0	1	0
10	10	0	18
100	12	0	7
17	8	0	12
64	44	1	25
60	27	0	5
1	1	1	1
12	12	0	6
87	58	0	9
379	332	0	56
11	11	0	2
6	6	0	4
61	7	0	2
15	15	0	3
25	7	0	0
58	18	0	5
67	13	0	4
67	10	0	0
41	11	0	1
2	1	1	0
20	7	0	0
44	44	0	27
17	11	1	7
24	15	0	17
0	0	1	0
0	0	1	0
0	0	2	1
42	3	0	25
0	0	1	0
0	0	1	1
1	0	1	3
0	0	1	0
0	0	0	0
0	0	1	0
0	0	1	0
0	0	0	0
0	0	1	0
0	0	1	61
11	9	0	0
223	66	1	6
206	55	2	3
183	107	2	77
235	79	1	27
30	23	0	25
2	0	1	1
0	0	1	3
43	14	0	27
0	0	1	0
154	12	0	3
13	4	0	0
4018	3614	5	36
3420	3176	8	27
89	58	0	9
21	9	0	0
19	1	0	0
6	6	0	6
247	57	0	371
10	0	1	0
17	3	0	3
0	0	1	0
44	18	0	6
26	15	0	10
12	6	0	3
1	1	1	0
21	14	0	0
45	14	0	0
49	7	0	0
19	7	0	0
19	16	0	0
1	1	1	0
90	13	0	12
43	15	0	11
0	0	0	9
61	52	0	54
7	7	0	2
8	2	1	3
96	20	0	1
64	31	0	2
0	0	1	0
49	29	0	0
173	15	0	0
26	16	0	0
166	68	0	1
66	21	1	2
18	8	0	0
37	10	0	0
0	0	1	0
114	52	0	0
9	2	0	5
19	19	0	2
71	23	0	1
206	89	0	10
181	37	0	0
286	158	0	16
259	113	0	19
6	6	0	1
97	38	0	2
8	8	0	0
119	21	0	6
14	14	0	5
0	0	2	0
0	0	3	1
136	20	0	4
9	9	0	0
67	49	0	1
16	7	0	0
0	0	1	0
0	0	2	0
0	0	1	2
0	0	1	0
243	13	0	5
169	19	0	0
463	81	0	46
519	26	2	55
912	837	1	329
309	255	1	213
0	0	1	0
12	7	0	38
17	17	0	39
0	0	1	0
92	26	0	12
86	16	0	7
273	113	0	60
272	131	0	67
346	75	0	31
42	13	0	3
137	60	0	21
10	8	0	11
634	408	1	220
215	169	1	87
2270	1743	5	556
25	11	0	5
20	8	0	0
8	8	0	4
43	25	0	20
90	30	0	16
59	37	0	0
11	0	1	8
0	0	1	4
7	4	0	0
9	9	0	0
6	6	0	1
7	7	0	0
14	11	0	0
0	0	1	0
13	13	0	0
70	25	0	0
28	28	0	7
9	0	2	4
10	10	0	2
23	5	0	2
146	23	0	10
3	3	0	0
12	12	0	10
0	0	1	0
0	0	1	0
32	8	0	11
0	0	1	0
0	0	0	0
0	0	1	0
0	0	2	0
0	0	1	0
0	0	1	0
0	0	1	0
0	0	1	0
0	0	1	0
0	0	1	0
18	5	0	0
0	0	1	0
0	0	1	0
5	5	0	1
12	7	0	0
0	0	1	0
41	23	0	4
20	9	0	7
70	51	0	13
39	35	0	10
0	0	12	0
12	12	0	12
3	3	1	0
88	11	0	3
6	5	0	2
10	9	0	0
450	97	1	2
78	16	0	3
0	0	1	0
0	0	1	0
28	6	0	1
0	0	1	0
0	0	1	0
0	0	1	0
0	0	1	0
16	11	0	0
86	86	2	75
5	5	0	0
25	5	0	5
46	8	0	3
19	11	0	1
72	12	0	1
28	21	0	0
44	26	0	4
6	6	0	0
33	14	0	1
3	3	0	3
266	31	0	8
17	5	0	0
13	13	0	0
1	1	1	0
21	3	0	0
357	157	0	68
3	3	0	3
1	1	1	0
1	1	1	2
0	0	1	0
27	9	0	16
2	2	0	8
3	3	0	1
37	12	0	6
23	14	0	13
19	18	0	2
48	8	0	1
0	0	1	0
20	10	0	4
4	4	0	1
154	98	0	37
5	5	0	3
29	18	0	6
39	8	0	0
129	20	0	0
11	11	0	3
215	19	0	1
19	19	0	5
28	18	0	6
9	9	0	4
0	0	1	0
1	0	1	0
0	0	1	0
5	5	0	2
20	4	0	2
18	7	0	0
38	9	0	1
0	0	1	0
219	33	0	5
0	0	1	0
0	0	1	0
0	0	0	0
1	1	1	0
2	2	1	1
33	4	0	0
2	2	1	0
0	0	1	0
0	0	1	0
19	19	0	10
0	0	1	0
54	20	0	1
7	7	0	0
140	23	0	3
15	4	0	0
129	16	0	2
37	16	0	2
297	190	0	28
12	4	0	7
1	1	1	0
0	0	1	0
12	5	0	9
6	6	0	0
44	11	0	6
9	5	0	0
11	11	0	3
89	8	0	5
30	8	0	1
105	79	0	27
41	11	0	0
5	5	0	0
0	0	1	3
17	17	0	0
14	8	0	3
50	13	0	0
60	13	0	1
25	14	0	0
49	5	0	0
135	31	1	6
9	9	0	1
26	16	0	0
43	25	0	3
27	18	0	7
16	9	0	12
0	0	2	0
0	0	2	0
16	9	0	2
10	7	0	1
75	13	0	0
91	30	1	0
46	30	0	3
33	29	0	0
19	4	0	0
47	13	0	1
0	0	2	1
2	2	1	0
3	3	1	1
0	0	1	0
56	24	0	7
174	28	0	13
29	3	0	0
2	2	1	0
19	12	0	16
22	9	0	3
23	7	0	0
4	4	0	3
11	11	0	39
176	9	0	54
1	1	3	2
0	0	1	0
1	1	0	33
9	0	1	0
1	1	1	1
1	0	1	0
8	3	1	0
0	0	1	3
0	0	1	0
29	7	0	91
0	0	0	2
0	0	0	0
9	9	0	0
0	0	1	0
22	12	0	0
45	4	0	0
10	8	0	0
19	4	0	0
27	0	2	3
15	15	0	0
38	5	0	0
24	8	0	0
7	7	0	0
0	0	1	4
25	11	0	4
0	0	1	0
42	22	0	5
12	6	0	0
39	4	0	2
8	8	0	1
6	6	0	2
55	12	0	6
32	17	0	4
14	14	0	5
19	10	0	1
9	9	0	0
16	6	0	0
90	40	0	0
10	10	0	1
9	9	0	0
0	0	1	0
7	7	0	2
5	5	1	0
38	10	0	0
37	19	0	5
51	23	0	0
27	13	0	1
23	18	0	1
869	154	0	14
9	1	0	0
43	7	0	3
181	29	0	1
10	7	0	0
9	9	0	1
15	15	0	0
10	6	0	0
0	0	2	0
27	9	0	4
32	9	0	1
17	17	0	0
13	10	1	2
27	10	0	0
1	1	0	0
0	0	1	0
19	6	0	0
87	11	0	0
7	7	0	0
83	26	0	0
230	63	0	8
11	7	0	0
55	16	0	0
15	5	0	0
176	15	0	9
43	18	0	1
35	14	0	0
0	0	1	0
8	3	0	0
56	9	0	0
16	9	0	0
35	6	0	1
33	6	0	0
24	13	0	0
72	20	0	1
24	7	0	0
2	2	1	2
18	4	0	8
1	1	1	2
31	10	0	1
8	7	0	1
25	19	0	1
115	94	0	9
564	15	6	60
8	2	0	19
8	8	2	3
14	12	0	1
0	0	1	0
14	6	0	4
35	15	0	2
58	13	0	8
0	0	1	0
44	4	0	1
19	14	0	2
24	14	0	0
126	43	0	1
40	9	0	0
0	0	1	0
11	11	0	8
54	18	0	0
186	83	0	139
17	9	0	3
0	0	2	0
72	21	0	15
1	1	1	0
7	7	0	1
97	37	0	0
292	222	0	2
999	163	0	2
26	12	0	4
12	12	0	6
34	34	0	0
283	235	0	1
69	69	0	0
38	6	0	0
67	21	0	0
11	11	0	0
33	23	0	0
82	32	0	0
48	17	0	0
23	4	0	0
10	10	0	0
142	14	0	0
207	24	0	0
11	7	0	0
103	30	0	0
80	0	0	0
23	7	0	0
96	25	0	0
0	0	2	0
24	24	0	0
56	18	0	2
1	1	1	2
29	3	0	0
12	12	0	0
18	12	0	0
57	7	0	0
0	0	1	0
1	1	1	5
0	0	1	0
9	3	3	10
0	0	0	0
10	10	0	0
233	169	0	6
311	212	0	9
269	152	0	10
30	24	0	2
253	163	0	5
113	78	0	2
44	12	0	0
56	26	0	0
417	261	0	19
196	57	0	2
99	65	0	5
7	7	0	0
2272	1758	2	152
53	29	0	0
20	20	0	4
6	6	1	0
0	0	1	3
614	468	0	45
28	23	0	5
0	0	1	0
67	10	0	4
111	60	0	9
22	6	0	2
938	150	0	55
8	8	0	1
43	17	0	11
157	74	0	23
4	4	0	0
5	5	0	2
1539	94	1	62
898	393	1	212
303	185	0	134
12	12	0	3
30	15	0	0
7	6	0	0
83	38	0	27
8	3	0	0
0	0	1	0
0	0	1	0
33	33	0	9
16	16	0	2
36	7	0	1
246	43	0	1
70	14	0	0
160	127	0	6
178	41	0	0
365	92	0	0
74	19	0	1
7	7	0	0
61	60	0	15
0	0	1	0
0	0	0	0
0	0	1	0
0	0	1	0
90	79	0	60
104	8	0	15
6	6	0	6
18	3	0	0
55	27	0	1
6	5	0	2
15	6	0	0
9	7	0	0
1	1	8	7
11	5	0	0
5	5	0	0
193	76	0	6
14	14	0	0
115	20	0	0
10	5	0	2
8	8	0	1
100	11	0	0
162	22	0	1
190	121	0	8
12	6	0	0
27	16	0	0
2	2	1	0
37	8	0	0
5	5	0	0
30	9	0	0
406	312	0	0
107	94	0	0
191	117	0	1
8	8	0	0
313	30	0	0
233	70	0	0
7	7	0	0
19	11	0	0
219	11	0	0
97	49	0	3
222	82	0	3
240	15	0	0
864	32	1	2
48	11	0	0
68	30	0	0
36	7	0	3
14	14	0	3
17	14	0	0
34	11	0	0
31	9	0	0
7	7	0	1
132	8	0	1
11	6	0	0
129	13	0	0
154	108	0	1
29	29	0	0
66	29	0	0
376	183	0	0
9	9	0	0
208	71	0	1
876	36	1	0
156	91	1	1
3	3	1	0
63	5	0	0
39	5	0	1
138	19	1	0
1110	639	1	9
34	16	0	0
21	21	0	0
52	7	0	0
59	29	1	0
52	7	0	0
35	14	0	0
13	8	0	0
79	10	0	0
101	9	0	0
28	4	0	0
71	57	0	1
72	27	0	0
16	10	0	0
57	4	0	0
8	4	0	0
0	0	1	0
10	10	0	0
6	6	0	1
23	6	0	1
15	15	0	9
8	7	0	0
57	3	0	2
21	4	0	0
25	22	0	10
41	13	0	4
668	162	0	1
170	158	0	4
73	12	0	0
34	21	0	0
43	12	0	0
535	64	0	0
9	9	0	0
94	48	0	3
9	9	0	0
5	5	0	0
14	14	0	0
51	51	0	0
99	21	0	1
23	7	0	0
9	6	0	1
30	30	0	18
463	86	0	61
262	14	0	3
287	57	0	25
467	326	1	91
1302	1029	1	276
32	28	0	2
30	30	0	20
26	26	0	5
5	5	0	0
791	143	1	76
15	7	0	2
480	73	0	21
19	4	0	0
14	10	0	1
32	22	0	4
87	35	0	20
17	8	1	2
0	0	2	0
0	0	1	0
250	6	0	4
12	9	0	0
9	9	0	0
20	8	0	0
10	10	0	2
88	45	0	6
122	68	0	1
83	48	0	1
6	6	0	0
40	6	0	0
24	12	0	1
47	17	0	4
84	16	0	2
36	13	0	0
1	1	1	0
0	0	1	0
20	12	0	5
0	0	1	0
60	35	0	0
53	39	0	7
37	27	0	4
0	0	0	0
1	0	1	0
0	0	1	0
0	0	0	0
0	0	2	0
0	0	1	0
10	1	1	1
0	0	1	0
0	0	1	0
0	0	1	0
0	0	1	0
0	0	1	0
0	0	1	0
0	0	1	0
58	4	0	0
19	5	0	0
11	8	0	0
56	15	0	0
27	4	0	0
0	0	1	0
78	74	0	7
24	15	0	0
30	4	0	3
0	0	1	0
41	24	0	1
3	0	1	0
18	17	0	9
8	8	0	0
129	34	0	0
167	152	1	8
469	75	0	4
30	9	0	4
44	2	0	0
82	82	0	15
21	8	0	3
59	8	0	0
0	0	1	0
552	493	0	508
58	32	0	41
495	37	0	9
361	332	1	348
634	564	0	869
2230	1801	3	795
37	7	0	0
74	34	0	1
68	42	0	21
93	43	1	20
9	6	0	1
2	2	0	0
98	13	0	5
29	22	0	12
9	9	0	3
19	19	0	0
16	16	0	0
9	7	0	9
8	3	0	1
0	0	1	0
24	2	0	3
9	9	0	13
38	5	0	1
15	15	0	0
30	30	0	0
15	6	0	0
61	4	0	0
6	6	0	0
20	12	0	0
17	17	0	0
0	0	1	0
0	0	2	0
0	0	2	0
0	0	1	0
0	0	1	0
21	7	0	0
119	42	0	3
71	20	1	3
0	0	1	0
67	37	0	3
92	53	0	11
366	213	0	12
0	0	1	0
33	3	0	1
12	12	0	0
200	35	0	4
17	11	0	1
72	21	0	0
403	166	0	12
235	159	0	5
45	10	0	0
78	60	0	0
36	2	0	0
5	0	0	0
123	17	0	0
36	30	0	0
50	31	0	0
17	17	0	0
32	9	0	0
55	45	0	0
67	10	0	0
108	65	0	9
74	51	0	13
0	0	1	0
430	174	2	6
120	29	0	0
86	5	0	0
31	9	0	0
128	22	0	0
205	14	0	2
146	18	0	0
13	7	0	0
5	5	0	1
207	46	0	5
0	0	2	0
8	6	0	3
27	21	0	8
84	39	0	9
192	29	0	10
669	90	1	11
187	14	0	2
28	5	0	0
0	0	0	0
13	10	0	1
44	44	0	2
28	4	0	0
370	61	0	1
11	9	0	0
52	16	0	0
5	5	0	0
66	40	0	5
0	0	1	0
19	9	0	0
0	0	1	0
22	10	0	4
309	54	0	5
7	7	0	0
10	4	0	0
15	10	0	5
22	22	0	9
23	10	0	0
22	0	0	0
32	9	0	1
0	0	2	0
3194	440	6	732
30	29	3	37
103	10	3	9
18	18	1	11
0	0	1	0
66	25	0	0
41	15	0	0
103	33	1	0
37	30	1	2
42	4	0	0
76	65	0	0
0	0	0	0
17	11	0	0
72	21	0	0
24	18	0	0
5	5	0	12
12	12	0	13
21	6	0	15
10	10	0	3
26	12	0	6
61	36	0	19
90	16	0	2
395	103	0	8
42	1	0	0
18	5	0	0
80	20	0	0
0	0	1	0
0	0	1	2
0	0	1	2
0	0	1	1
0	0	2	50
0	0	1	3
0	0	1	4
0	0	1	5
0	0	0	35
0	0	0	96
0	0	1	2
0	0	1	0
0	0	1	0
0	0	1	6
0	0	0	40
6	6	0	53
0	0	1	2
28	18	0	3
535	123	1	0
8	5	0	0
39	7	0	2
282	229	1	4
48	13	0	0
31	15	0	0
84	7	0	0
186	62	0	0
181	8	0	1
24	7	1	2
489	464	0	891
453	72	0	5
335	27	0	0
615	32	0	1
54	18	0	0
24	11	0	2
312	47	0	0
752	100	0	4
134	21	0	1
61	9	0	0
10	10	0	0
282	53	0	2
17	6	0	0
35	19	0	0
32	32	0	1
47	28	1	3
29	23	0	5
0	0	1	0
55	46	0	0
305	44	0	0
58	7	0	0
88	67	0	0
11	6	0	2
228	105	0	45
0	0	1	0
0	0	1	0
1	1	0	46
0	0	1	0
266	189	0	0
0	0	1	0
0	0	1	0
9	1	0	0
0	0	1	0
0	0	1	0
16	16	0	4
62	39	0	20
23	6	0	5
14	10	0	0
146	25	0	11
91	35	0	19
351	54	0	15
136	40	1	26
34	26	0	7
27	14	0	19
11	11	0	0
288	18	0	2
95	37	0	5
68	29	0	21
47	4	0	0
41	18	0	12
137	76	0	22
90	10	0	5
16	8	0	0
11	11	0	0
54	6	0	0
64	63	0	0
154	26	0	0
50	50	0	0
22	18	0	0
6	6	0	1
103	74	0	1
36	5	0	0
13	13	0	2
64	44	1	0
7	7	0	0
0	0	1	0
4	4	0	0
43	33	0	4
154	15	0	4
248	63	0	35
47	47	0	30
33	33	0	4
5	3	1	3
27	5	3	5
0	0	1	0
6	6	0	0
14	2	3	6
0	0	1	0
0	0	1	0
0	0	1	0
9	4	0	0
0	0	1	0
1	1	17	3
12	12	0	0
65	42	0	0
0	0	2	2
45	8	0	2
61	5	0	0
8	4	0	2
2635	856	1	107
14	5	0	1
636	470	0	50
63	11	0	1
10	10	0	2
27	21	0	0
213	161	0	44
429	31	0	13
47	21	0	8
16	8	0	1
19	9	0	0
151	24	0	11
27	13	0	4
20	0	1	0
40	18	0	5
243	197	0	127
7	7	0	1
0	0	0	0
16	2	0	2
21	21	0	4
90	73	0	28
0	0	2	0
5	5	0	4
1	1	0	2
74	40	0	13
60	32	0	28
44	27	1	6
40	10	0	4
25	9	0	5
69	15	0	11
54	34	0	31
148	55	0	43
18	4	0	5
0	0	1	0
14	14	0	11
85	24	0	5
5	5	0	12
13	13	0	2
27	17	0	0
7	7	0	1
18	7	0	0
0	0	1	0
15	7	0	4
37	10	0	6
228	88	0	12
66	23	0	8
68	27	0	5
18	12	0	0
27	12	0	1
33	11	0	1
9	5	0	1
6	4	0	0
11	11	0	0
1162	287	0	74
11	11	0	0
0	0	1	0
24	4	0	0
181	64	0	8
5	5	0	0
456	222	0	1
1018	211	0	2
251	112	0	3
34	11	0	0
63	16	0	0
44	11	0	0
17	10	0	2
47	38	0	0
81	73	0	1
48	48	0	0
18	11	0	0
119	22	0	0
91	21	0	0
23	6	0	0
0	0	1	0
0	0	1	0
0	0	1	0
19	19	0	25
6	6	0	2
127	85	0	109
37	19	0	0
1	1	2	1
12	8	0	0
16	13	0	2
76	27	0	4
12	9	0	0
29	7	0	1
6	5	0	5
115	51	0	19
9	9	0	3
842	610	0	150
9	9	0	0
23	7	0	8
61	17	0	0
69	12	0	2
7	7	0	3
97	46	0	7
41	29	0	2
30	7	0	4
244	56	0	5
11	7	0	5
78	9	0	0
29	11	0	0
119	4	0	0
7	7	0	6
58	18	0	18
84	63	0	22
8	3	0	0
72	11	0	3
34	16	0	4
40	3	0	0
47	23	0	19
59	21	0	1
0	0	1	0
0	0	1	0
25	26	0	0
0	0	2	0
56	21	0	3
0	0	0	0
11	3	0	2
0	0	0	0
0	0	1	0
0	0	1	0
0	0	0	0
14	9	0	0
9	7	0	0
9	7	0	2
12	5	0	0
0	0	1	0
67	28	0	25
25	7	0	0
65	18	2	3
42	2	0	0
0	0	1	0
37	11	0	5
12	6	0	1
11	9	1	3
7	7	0	2
7	5	0	4
0	0	1	0
0	0	1	0
110	28	133	78
0	0	1	0
109	33	0	9
2	2	0	0
5	0	1	3
39	4	0	7
9	2	0	20
16	16	0	172
54	3	2	100
93	60	0	7
17	4	0	0
2102	193	1	33
27	21	0	3
24	12	0	0
39	5	0	0
1313	968	4	177
39	24	0	2
1	1	0	0
43	43	0	9
14	14	0	5
19	3	0	0
84	8	0	16
0	0	1	0
56	48	0	40
0	0	2	0
56	38	0	8
57	37	0	21
148	102	0	95
10	10	0	0
371	226	0	1
15	4	0	0
99	10	0	0
20	6	0	3
0	0	1	0
1	1	2	0
31	13	0	11
125	49	0	13
0	0	0	0
45	9	0	3
41	22	1	2
40	14	0	0
34	9	0	0
70	5	0	0
242	55	0	3
7	7	0	0
11	11	0	0
6	6	0	0
46	21	0	3
41	8	0	1
13	13	0	5
7	7	0	0
37	6	0	0
14	9	1	4
277	130	0	36
54	41	0	12
0	0	1	0
0	0	1	0
15	15	0	1
42	30	0	9
26	0	0	0
17	0	1	1
59	42	0	19
10	10	0	1
16	16	0	0
11	9	0	0
28	22	0	10
241	153	0	88
0	0	1	0
35	19	0	0
28	8	0	3
0	0	2	0
61	14	0	3
24	9	0	3
124	23	0	4
8	8	0	2
16	6	0	1
18	10	0	3
26	8	1	14
0	0	1	0
51	43	0	21
305	241	0	124
0	0	1	0
37	2	0	0
6	6	0	0
18	10	0	1
0	0	1	0
70	57	0	31
0	0	2	0
3	3	1	0
0	0	2	0
2	2	0	48
12	4	0	43
46	3	0	4
0	0	0	0
0	0	0	91
0	0	1	0
0	0	1	0
123	1	2	29
37	35	0	35
0	0	1	0
10	10	0	0
35	9	0	0
12	4	0	0
0	0	2	0
3	3	0	52
0	0	1	0
27	27	0	0
42	3	0	0
141	50	0	25
25	18	0	0
0	0	0	0
30	30	0	18
12	12	0	3
22	2	0	0
0	0	0	0
25	25	0	0
18	6	0	0
16	5	0	0
20	11	0	0
186	105	1	0
2318	1433	2	3
97	76	0	0
87	60	0	0
10	9	0	0
47	10	0	0
42	34	0	0
9	5	0	0
355	289	0	0
23	19	0	1
60	26	0	0
301	83	0	0
17	4	0	0
121	12	0	0
16	7	0	0
29	3	0	0
6	2	1	0
10	10	0	0
0	0	1	0
12	12	1	0
12	12	0	0
34	16	0	0
41	20	0	0
31	22	0	2
7	6	0	0
10	10	0	0
9	9	0	0
11	4	0	0
783	102	0	0
42	3	0	0
27	27	0	0
79	54	0	1
12	12	0	0
833	47	0	0
9	9	0	0
47	8	0	0
174	10	0	3
239	67	0	5
126	56	0	6
6	6	0	0
53	14	0	6
0	0	1	0
126	17	0	1
24	11	0	2
16	16	0	6
9	4	0	4
0	0	1	0
15	15	0	1
29	6	0	0
71	12	0	5
30	10	0	0
128	37	0	4
37	31	0	26
43	23	0	1
0	0	1	0
21	9	0	7
23	5	0	1
0	0	1	0
11	11	0	0
6	4	1	1
0	0	0	0
29	12	0	0
46	14	1	2
91	21	0	9
212	84	0	41
302	81	0	74
94	93	0	29
111	45	0	20
166	166	0	58
226	106	0	23
53	15	0	23
43	11	0	6
0	0	1	0
1081	165	0	51
308	243	0	76
1	1	4	10
0	0	1	0
22	22	0	0
0	0	1	0
6	6	0	0
23	17	0	4
9	3	1	0
115	65	0	15
0	0	1	0
7	7	0	4
32	32	0	16
9	6	0	4
10	10	0	18
47	15	0	3
74	74	0	2
5	5	1	0
26	13	0	3
22	6	0	0
39	14	0	7
0	0	1	0
0	0	1	1
354	86	0	103
9	9	0	15
0	0	1	0
0	0	1	0
7	7	0	0
8	8	0	29
62	9	3	49
0	0	2	0
51	35	0	83
46	2	4	8
0	0	1	2
0	0	1	0
11	2	0	0
26	15	0	5
548	84	0	20
15	7	0	6
0	0	2	0
41	6	0	1
48	25	0	0
107	13	0	2
120	56	0	2
12	9	0	0
36	17	0	9
10	10	0	0
0	0	0	0
0	0	1	0
0	0	1	0
18	18	0	1
87	61	1	49
47	18	0	4
102	17	0	11
13	13	0	3
0	0	1	0
10	10	0	0
9	9	0	2
16	6	77	4
32	11	0	0
0	0	1	0
10	6	0	2
122	12	0	7
76	16	1	2
94	38	0	15
1177	821	0	634
37	14	0	7
0	0	1	0
34	11	0	0
26	5	0	0
33	3	0	1
45	18	0	11
32	4	0	0
20	14	0	9
14	11	0	3
40	5	0	2
0	0	2	0
0	0	1	0
12	3	0	0
16	13	0	6
0	0	1	0
20	9	0	8
29	10	0	1
4	4	1	0
48	9	0	3
8	8	0	0
17	11	0	3
33	12	0	1
14	8	0	5
0	0	1	0
168	115	0	70
110	21	0	3
19	14	0	0
51	7	0	0
63	63	0	1
308	158	0	1
183	9	1	0
7	5	0	0
6	6	0	0
10	10	0	0
0	0	1	0
11	11	0	0
24	21	0	1
73	19	0	1
7	7	0	0
14	14	0	0
6	6	0	1
0	0	1	0
81	22	0	0
9	9	0	0
26	26	0	2
1	1	10	3
41	9	0	0
83	12	0	3
120	21	0	11
90	24	0	13
227	153	0	20
27	22	0	6
228	48	0	45
23	10	0	4
29	1	1	2
2	2	1	0
0	0	1	2
0	0	1	1
0	0	1	0
0	0	1	7
5	5	1	0
3	3	0	110
35	6	0	0
39	39	0	0
37	12	0	0
19	19	0	0
28	9	0	0
52	6	0	1
11	11	0	3
17	11	0	1
0	0	2	0
0	0	1	0
0	0	1	0
0	0	1	0
10	9	0	2
77	3	0	0
98	54	0	2
44	33	0	0
339	45	0	0
1	1	1	0
0	0	2	0
0	0	1	0
0	0	1	0
0	0	1	0
18	8	0	0
287	56	0	10
10	5	0	5
1	1	1	0
9	9	0	0
0	0	2	0
0	0	1	0
9	9	0	4
12	3	2	6
4	4	1	0
7	7	0	0
10	10	0	1
11	11	0	1
0	0	1	0
59	6	0	0
67	39	0	0
7	7	0	0
27	9	0	1
23	4	0	13
58	11	0	17
21	6	0	1
6	6	0	0
27	12	0	0
149	11	0	23
86	28	0	7
52	3	0	0
44	24	0	18
14	5	0	6
35	2	0	2
2071	107	0	41
91	49	0	14
22	15	0	15
60	26	0	15
282	248	0	169
15	14	0	23
10	8	0	1
14	14	0	1
28	28	0	56
7	2	0	0
5	5	0	2
9	8	0	32
4	4	0	0
68	6	0	0
35	9	0	52
64	18	0	8
13	9	0	0
24	24	0	4
33	0	1	0
0	0	1	0
15	15	0	0
15	15	0	0
3	3	0	0
13	13	0	0
15	7	0	0
0	0	1	0
18	12	0	0
0	0	1	0
0	0	2	0
4	4	1	0
40	29	0	1
0	0	1	0
65	33	0	5
16	5	0	1
380	297	1	110
1	1	0	1
268	18	0	7
0	0	1	0
109	30	0	8
338	33	0	4
74	12	0	0
15	15	0	0
78	54	0	0
89	31	0	2
248	153	0	2
67	5	0	0
14	3	0	0
2	2	1	0
0	0	1	0
1	1	0	0
0	0	1	0
730	32	0	15
5	5	0	1
7	5	0	0
6	6	0	0
33	3	0	6
114	70	0	48
12	8	0	2
39	8	0	0
21	10	0	0
20	1	0	0
59	32	0	32
91	49	1	27
0	0	2	0
100	66	0	34
56	32	0	36
9	5	0	2
9	9	0	1
40	8	0	0
1	1	1	0
0	0	1	0
109	97	0	67
24	20	0	27
40	20	1	8
71	53	0	86
31	31	0	29
15	10	0	0
105	42	0	15
38	9	0	3
36	8	0	0
8	8	0	0
24	19	0	0
32	20	0	10
96	10	0	0
12	12	0	0
24	13	0	0
8	8	0	2
24	4	0	0
291	243	0	1
120	29	0	1
7	7	0	3
674	543	1	336
31	23	0	16
9	9	0	1
471	363	0	151
212	131	0	91
72	26	0	9
69	50	0	10
14	10	0	1
148	29	0	2
134	108	0	68
176	121	0	115
354	93	0	50
93	23	0	16
0	0	0	1
13	1	0	3
0	0	1	4
0	0	1	0
18	9	0	0
0	0	1	0
19	15	0	1
59	10	0	2
31	12	0	0
77	25	0	7
25	2	0	4
18	14	0	0
13	7	0	0
10	6	0	1
20	3	0	0
187	100	0	200
13	11	0	12
0	0	1	0
7	7	0	8
44	9	0	14
7	7	0	2
0	0	1	0
0	0	1	1
0	0	1	0
0	0	1	0
10	4	0	1
33	3	0	2
963	145	0	16
25	12	0	6
20	1	0	0
13	13	0	3
1469	157	0	34
4472	564	1	196
6	5	0	1
310	216	1	31
27	6	0	0
19	12	0	0
667	403	0	144
14	13	0	0
119	31	0	1
10	10	0	0
0	0	1	0
37	1	0	0
43	43	0	4
9	9	0	0
8	3	0	3
34	6	0	0
6	6	0	2
39	25	0	0
183	14	0	2
29	13	0	0
26	13	0	0
64	38	0	1
18	18	0	0
0	0	1	0
38	24	0	0
360	74	0	1
141	23	0	1
8	8	0	2
13	4	0	0
47	47	0	0
238	22	0	2
10	10	0	2
45	14	0	1
7	7	0	0
46	21	0	2
60	50	0	14
0	0	1	0
37	28	0	15
18	18	0	1
0	0	1	0
0	0	2	0
22	2	1	2
6	4	0	58
0	0	1	0
0	0	5	2
23	17	0	17
3	3	1	7
14	10	0	1
13	2	0	0
33	3	0	0
1082	216	0	109
57	39	0	23
65	23	0	34
14	5	0	1
6	6	0	0
25	10	0	2
0	0	1	0
15	15	0	14
66	9	0	9
462	90	0	8
70	4	0	0
20	12	0	2
72	36	0	3
19	7	0	1
41	37	0	4
1148	770	1	47
128	55	0	5
201	38	0	1
528	29	0	22
44	14	0	7
31	10	0	0
16	8	0	0
186	60	0	28
98	25	0	8
33	15	0	0
225	95	0	56
75	23	0	18
105	24	1	10
926	118	1	68
34	5	0	4
62	6	0	1
131	54	0	8
2	2	0	0
29	22	0	0
18	12	0	0
11	2	0	0
19	11	0	0
91	15	1	4
59	17	0	3
79	50	0	8
8	8	0	4
2	2	2	1
305	24	0	26
15	15	0	11
170	91	0	20
435	269	1	91
1304	1101	2	317
304	168	0	49
191	176	0	52
1	1	0	3
175	38	0	4
20	11	0	1
144	10	0	3
108	81	0	16
193	130	0	47
9	5	0	2
72	65	0	23
105	5	0	3
36	29	0	0
252	251	0	7
